Word,Gender,WdNum,ValMn,ValSd,AroMn,AroSD,DomMN,DomSD,Frequency
doll,Male,728,5.05,1.65,3.37,2.11,4.16,2.19,10
doll,Female,728,6.88,1.83,4.88,2.49,4.96,1.95,10
dollar,All,729,7.47,1.72,6.07,2.67,6.33,2.42,46
dollar,Male,729,7.24,2.05,6.43,2.27,6.86,2.2,46
dollar,Female,729,7.74,1.28,6.0,2.81,5.74,2.58,46
door,All,130,5.13,1.44,3.8,2.29,4.69,1.72,312
door,Male,130,5.16,1.5,4.32,2.38,4.79,1.58,312
door,Female,130,5.12,1.42,3.42,2.19,4.62,1.83,312
dove,All,730,6.9,1.54,3.79,2.28,5.48,1.7,4
dove,Male,730,6.45,1.47,4.55,1.79,6.0,1.62,4
dove,Female,730,7.32,1.52,3.09,2.49,5.0,1.66,4
dreadful,All,131,2.26,1.91,5.84,2.62,4.1,2.36,10
dreadful,Male,131,2.38,2.0,5.71,2.69,5.06,1.84,10
dreadful,Female,131,2.19,1.9,5.92,2.62,3.5,2.47,10
dream,All,132,6.73,1.75,4.53,2.72,5.53,1.98,64
dream,Male,132,6.47,1.65,4.42,2.5,4.84,1.74,64
dream,Female,132,6.92,1.83,4.62,2.91,6.04,2.03,64
dreary,All,731,3.05,1.58,2.98,2.18,3.81,1.64,6
dreary,Male,731,3.24,1.45,3.05,2.13,3.81,1.6,6
dreary,Female,731,2.86,1.71,2.91,2.27,3.81,1.72,6
dress,All,133,6.41,1.34,4.05,1.89,5.0,1.89,67
dress,Male,133,5.87,0.99,4.67,1.72,4.6,1.64,67
dress,Female,133,6.77,1.45,3.65,1.92,5.26,2.03,67
drown,All,591,1.92,1.48,6.57,2.33,2.86,1.99,3
drown,Male,591,1.96,1.72,6.68,2.64,2.76,1.98,3
drown,Female,591,1.88,1.24,6.46,2.02,2.96,2.03,3
dummy,All,732,3.38,1.7,4.35,2.25,3.67,2.02,3
dummy,Male,732,3.0,1.34,4.38,2.18,3.48,1.86,3
dummy,Female,732,3.76,1.95,4.32,2.36,3.86,2.2,3
dump,All,733,3.21,1.87,4.12,2.36,3.83,1.87,4
dump,Male,733,3.71,2.03,4.38,2.48,4.05,1.8,4
dump,Female,733,2.73,1.61,4.05,2.16,3.62,1.96,4
dustpan,All,555,3.98,1.68,3.43,2.0,5.45,1.81,.
dustpan,Male,555,4.24,1.74,3.36,1.82,5.4,1.68,.
dustpan,Female,555,3.73,1.61,3.5,2.2,5.5,1.96,.
earth,All,134,7.15,1.67,4.24,2.49,5.61,2.3,150
earth,Male,134,6.79,1.72,4.08,2.1,6.69,2.1,150
earth,Female,134,7.35,1.65,4.32,2.7,5.04,2.23,150
easy,All,734,7.1,1.91,4.48,2.82,7.0,1.63,125
easy,Male,734,7.09,2.11,5.55,2.39,7.18,1.59,125
easy,Female,734,7.11,1.7,3.47,2.82,6.79,1.69,125
easygoing,All,135,7.2,1.5,4.3,2.52,5.25,1.75,1
easygoing,Male,135,6.75,1.42,4.0,2.56,5.08,1.83,1
easygoing,Female,135,7.38,1.52,4.43,2.54,5.32,1.74,1
eat,All,136,7.47,1.73,5.69,2.51,5.6,2.12,61
eat,Male,136,8.0,1.32,6.6,2.29,6.0,2.17,61
eat,Female,136,7.05,1.93,5.0,2.49,5.3,2.08,61
ecstasy,All,735,7.98,1.52,7.38,1.92,6.68,2.08,6
ecstasy,Male,735,8.14,1.13,7.82,1.44,7.1,1.79,6
ecstasy,Female,735,7.8,1.88,6.9,2.29,6.25,2.31,6
education,All,137,6.69,1.77,5.74,2.46,6.15,2.35,214
education,Male,137,6.55,1.36,5.6,2.44,5.85,1.81,214
education,Female,137,6.8,2.06,5.85,2.52,6.38,2.7,214
egg,All,736,5.29,1.82,3.76,2.39,4.49,2.16,12
egg,Male,736,5.11,1.63,3.63,2.54,4.26,2.38,12
egg,Female,736,5.42,1.96,4.0,2.22,4.67,2.01,12
elated,All,138,7.45,1.77,6.21,2.3,5.53,2.35,3
elated,Male,138,7.47,1.51,6.2,2.11,5.53,2.72,3
elated,Female,138,7.43,1.95,6.22,2.47,5.52,2.13,3
elbow,All,737,5.12,0.92,3.81,2.14,4.88,1.52,10
elbow,Male,737,4.9,0.45,3.7,2.0,4.8,1.77,10
elbow,Female,737,5.32,1.17,4.1,2.19,4.95,1.28,10
elegant,All,139,7.43,1.26,4.53,2.65,5.95,2.09,14
elegant,Male,139,7.08,1.56,4.92,2.97,5.5,2.35,14
elegant,Female,139,7.56,1.13,4.39,2.55,6.13,2.0,14
elevator,All,738,5.44,1.18,4.16,1.99,4.32,1.69,12
elevator,Male,738,5.1,0.64,3.57,2.09,4.0,1.59,12
elevator,Female,738,5.76,1.48,4.73,1.75,4.62,1.77,12
embarrassed,All,140,3.03,1.85,5.87,2.55,2.87,1.99,8
embarrassed,Male,140,3.93,2.12,5.87,2.42,3.47,2.67,8
embarrassed,Female,140,2.43,1.41,5.87,2.69,2.48,1.31,8
embattled,All,141,4.39,1.63,5.36,2.37,4.81,1.79,1
embattled,Male,141,5.0,2.16,5.9,2.23,5.1,2.38,1
embattled,Female,141,4.15,1.35,5.15,2.43,4.69,1.54,1
employment,All,147,6.47,1.81,5.28,2.12,5.73,2.08,47
employment,Male,147,5.73,2.05,5.33,2.02,4.6,1.59,47
employment,Female,147,6.72,1.7,5.2,2.16,6.02,2.22,47
engaged,All,143,8.0,1.38,6.77,2.07,6.49,2.22,47
engaged,Male,143,7.33,1.5,6.07,1.91,6.2,1.66,47
engaged,Female,143,8.34,1.2,7.14,2.09,6.64,2.48,47
engine,All,148,5.2,1.18,3.98,2.33,5.0,1.77,50
engine,Male,148,5.27,1.49,4.93,2.19,5.13,1.41,50
engine,Female,148,5.09,1.23,3.66,2.38,4.97,1.85,50
enjoyment,All,145,7.8,1.2,5.2,2.72,6.46,1.77,21
enjoyment,Male,145,7.7,1.22,5.7,2.7,6.35,1.42,21
enjoyment,Female,145,7.88,1.2,4.8,2.72,6.54,2.02,21
ennui,All,146,5.09,1.76,4.4,2.33,4.67,1.8,.
ennui,Male,146,5.17,1.64,3.92,2.43,5.0,1.65,.
ennui,Female,146,5.06,1.82,4.58,2.31,4.55,1.86,.
enraged,All,149,2.46,1.65,7.97,2.17,6.33,2.92,1
enraged,Male,149,2.3,1.64,7.9,2.13,7.7,2.45,1
enraged,Female,149,2.52,1.68,8.0,2.22,5.86,2.96,1
erotic,All,512,7.43,1.53,7.24,1.97,6.39,2.16,8
erotic,Male,512,8.16,1.07,7.72,1.81,7.04,1.9,8
erotic,Female,512,6.73,1.59,6.77,2.03,5.77,2.25,8
errand,All,150,4.58,1.74,3.85,1.92,4.78,1.51,7
errand,Male,150,4.36,1.78,4.0,1.91,5.62,1.45,7
errand,Female,150,4.88,1.03,4.08,1.78,4.24,1.42,7
event,All,740,6.21,1.63,5.1,2.4,5.52,1.57,81
event,Male,740,6.41,1.92,5.59,2.52,5.73,2.03,81
event,Female,740,6.0,1.26,4.55,2.19,5.3,0.8,81
evil,All,741,3.23,2.64,6.39,2.44,5.25,2.6,72
evil,Male,741,4.33,2.7,6.56,2.36,6.17,1.58,72
evil,Female,741,2.46,2.35,6.27,2.54,4.62,2.98,72
excellence,All,151,8.38,0.96,5.54,2.67,7.28,2.32,15
excellence,Male,151,8.3,0.82,4.7,2.26,7.4,2.17,15
excellence,Female,151,8.41,1.02,5.83,2.78,7.24,2.4,15
excitement,All,152,7.5,2.2,7.67,1.91,6.18,2.17,32
excitement,Male,152,6.87,2.36,6.93,2.43,5.6,1.84,32
excitement,Female,152,7.83,2.09,8.07,1.46,6.48,2.29,32
excuse,All,153,4.05,1.41,4.48,2.29,4.07,2.1,27
excuse,Male,153,3.82,1.88,4.88,2.64,3.71,2.31,27
excuse,Female,153,4.19,1.02,4.2,2.02,4.32,1.95,27
execution,All,154,2.37,2.06,5.71,2.74,4.11,2.66,15
execution,Male,154,3.27,2.46,5.53,2.77,4.27,2.22,15
execution,Female,154,1.78,1.54,5.83,2.77,4.0,2.95,15
exercise,All,155,7.13,1.58,6.84,2.06,5.68,2.44,58
exercise,Male,155,6.93,1.91,7.13,2.2,6.07,2.74,58
exercise,Female,155,7.26,1.36,6.65,1.99,5.43,2.25,58
fabric,All,742,5.3,1.2,4.14,1.98,5.03,1.61,15
fabric,Male,742,5.21,1.44,3.95,1.82,4.79,1.44,15
fabric,Female,742,5.38,0.97,4.32,2.15,5.24,1.76,15
face,All,556,6.39,1.6,5.04,2.18,5.67,1.58,371
face,Male,556,6.12,1.76,4.76,2.37,5.28,1.51,371
face,Female,556,6.65,1.41,5.31,2.0,6.04,1.59,371
failure,All,156,1.7,1.07,4.95,2.81,2.4,2.18,89
failure,Male,156,2.27,1.22,4.0,2.54,2.67,1.95,89
failure,Female,156,1.36,0.81,5.52,2.86,2.24,2.33,89
fall,All,743,4.09,2.21,4.7,2.48,4.0,2.15,147
fall,Male,743,3.86,2.22,4.81,2.54,4.29,2.15,147
fall,Female,743,4.32,2.23,4.81,2.32,3.71,2.17,147
false,All,744,3.27,1.4,3.43,2.09,4.1,1.56,29
false,Male,744,3.24,1.58,3.27,2.23,4.38,1.66,29
false,Female,744,3.3,1.22,3.6,1.96,3.8,1.44,29
fame,All,157,7.93,1.29,6.55,2.46,6.85,2.14,18
fame,Male,157,7.92,1.31,5.17,3.01,6.5,2.28,18
fame,Female,157,7.93,1.31,7.14,1.96,7.0,2.11,18
family,All,158,7.65,1.55,4.8,2.71,6.0,1.87,331
family,Male,158,7.5,1.79,5.0,2.64,6.0,1.86,331
family,Female,158,7.77,1.37,4.64,2.81,6.0,1.92,331
famous,All,745,6.98,2.07,5.73,2.68,6.32,2.18,89
famous,Male,745,7.39,1.2,6.11,2.47,6.61,2.06,89
famous,Female,745,6.69,2.49,5.68,2.66,6.12,2.27,89
fantasy,All,746,7.41,1.9,5.14,2.82,6.43,2.05,14
fantasy,Male,746,7.39,1.5,6.0,2.45,6.72,1.93,14
fantasy,Female,746,7.42,2.16,4.54,2.94,6.23,2.14,14
farm,All,557,5.53,1.85,3.9,1.95,5.59,1.81,125
farm,Male,557,5.4,1.98,3.6,1.94,5.68,1.7,125
farm,Female,557,5.65,1.74,4.19,1.96,5.5,1.94,125
fascinate,All,159,7.34,1.68,5.83,2.73,6.15,1.89,3
fascinate,Male,159,7.13,2.23,6.07,2.6,5.67,1.63,3
fascinate,Female,159,7.44,1.39,5.72,2.82,6.38,1.98,3
fat,All,160,2.28,1.92,4.81,2.8,4.47,3.06,60
fat,Male,160,2.94,2.11,2.82,1.47,5.56,2.76,60
fat,Female,160,1.75,1.62,6.5,2.54,3.6,3.07,60
father,All,161,7.08,2.2,5.92,2.6,5.63,2.89,383
father,Male,161,6.8,2.18,5.47,2.97,3.8,2.91,383
father,Female,161,7.26,2.24,6.22,2.35,6.83,2.21,383
fatigued,All,162,3.28,1.43,2.64,2.19,3.78,1.97,3
fatigued,Male,162,3.56,1.26,2.69,1.99,4.35,2.21,3
fatigued,Female,162,3.05,1.54,2.6,2.39,3.3,1.66,3
fault,All,747,3.43,1.38,4.07,1.69,4.02,1.66,22
fault,Male,747,3.14,1.58,3.73,1.91,4.09,2.0,22
fault,Female,747,3.75,1.07,4.45,1.36,3.95,1.23,22
favor,All,748,6.46,1.52,4.54,1.86,5.67,1.76,78
favor,Male,748,6.58,1.54,4.89,1.91,5.44,1.89,78
favor,Female,748,6.36,1.53,4.23,1.8,5.86,1.67,78
fear,All,592,2.76,2.12,6.96,2.17,3.22,2.2,127
fear,Male,592,3.75,2.45,6.71,2.48,3.88,2.36,127
fear,Female,592,1.85,1.22,7.19,1.86,2.62,1.88,127
fearful,All,163,2.25,1.18,6.33,2.28,3.64,2.18,13
fearful,Male,163,2.1,0.99,5.5,2.32,3.5,1.78,13
fearful,Female,163,2.31,1.26,6.65,2.23,3.69,2.35,13
feeble,All,164,3.26,1.47,4.1,2.07,2.71,1.64,8
feeble,Male,164,3.59,1.7,3.94,2.44,2.88,1.65,8
feeble,Female,164,3.04,1.28,4.2,1.83,2.6,1.66,8
festive,All,749,7.3,2.26,6.58,2.29,5.77,2.34,2
festive,Male,749,7.26,1.33,6.63,2.14,5.67,2.4,2
festive,Female,749,7.32,2.79,6.54,2.44,5.84,2.34,2
fever,All,750,2.76,1.64,4.29,2.31,3.52,2.15,19
fever,Male,750,3.05,1.61,3.8,1.82,3.68,1.77,19
fever,Female,750,2.48,1.66,4.73,2.64,3.38,2.48,19
field,All,558,6.2,1.37,4.08,2.41,5.84,1.94,274
field,Male,558,6.08,1.26,4.04,2.26,5.68,1.77,274
field,Female,558,6.31,1.49,4.12,2.58,6.0,2.12,274
fight,All,751,3.76,2.63,7.15,2.19,5.27,2.69,98
fight,Male,751,4.81,2.73,6.9,2.36,5.71,2.39,98
fight,Female,751,2.65,2.06,7.4,2.01,4.8,2.97,98
filth,All,165,2.47,1.68,5.12,2.32,3.81,2.06,2
filth,Male,165,3.12,1.93,3.94,1.53,4.5,1.55,2
filth,Female,165,2.04,1.37,5.85,2.44,3.38,2.25,2
finger,All,752,5.29,1.42,3.78,2.42,5.05,1.7,40
finger,Male,752,5.29,1.42,4.05,2.16,5.24,2.0,40
finger,Female,752,5.3,1.45,3.5,2.7,4.85,1.35,40
fire,All,166,3.22,2.06,7.17,2.06,4.49,2.49,187
fire,Male,166,4.2,1.48,6.5,2.32,5.2,1.4,187
fire,Female,166,2.85,2.15,7.44,1.94,4.2,2.78,187
fireworks,All,513,7.55,1.5,6.67,2.12,5.51,1.98,5
fireworks,Male,513,7.8,1.12,6.56,2.16,5.56,2.06,5
fireworks,Female,513,7.31,1.78,6.77,2.12,5.46,1.94,5
fish,All,559,6.04,1.94,4.0,2.19,6.02,1.68,35
fish,Male,559,6.2,2.22,3.84,2.53,6.48,1.73,35
fish,Female,559,5.88,1.66,4.15,1.85,5.58,1.53,35
flabby,All,167,2.66,1.87,4.82,2.81,3.31,1.9,.
flabby,Male,167,4.16,1.8,3.68,2.31,4.37,1.26,.
flabby,Female,167,1.52,0.82,5.68,2.9,2.54,1.94,.
flag,All,753,6.02,1.66,4.6,2.35,5.5,1.66,16
flag,Male,753,5.9,1.89,5.4,2.19,5.65,1.98,16
flag,Female,753,6.14,1.46,3.86,2.29,5.36,1.33,16
flirt,All,754,7.52,1.19,6.91,1.69,6.24,2.33,1
flirt,Male,754,7.48,1.03,6.9,1.64,6.45,2.06,1
flirt,Female,754,7.57,1.36,6.91,1.77,6.05,2.6,1
flood,All,755,3.19,1.66,6.0,2.02,3.24,2.14,19
flood,Male,755,3.75,1.52,5.9,2.02,3.9,2.34,19
flood,Female,755,2.68,1.64,6.09,2.07,2.64,1.79,19
flower,All,168,6.64,1.78,4.0,2.44,4.98,2.17,23
flower,Male,168,6.06,1.53,4.6,2.23,4.73,1.75,23
flower,Female,168,7.0,1.85,3.65,2.53,5.12,2.41,23
foam,All,756,6.07,2.03,5.26,2.54,5.24,1.97,37
foam,Male,756,5.45,1.67,4.25,2.24,5.1,1.59,37
foam,Female,756,6.67,2.2,6.18,2.48,5.38,2.31,37
food,All,514,7.65,1.37,5.92,2.11,6.18,2.48,147
food,Male,514,7.88,0.97,5.4,2.47,6.72,2.03,147
food,Female,514,7.42,1.65,6.42,1.58,5.65,2.78,147
foot,All,757,5.02,0.93,3.27,1.98,4.98,1.42,70
foot,Male,757,5.06,0.8,3.5,1.86,5.17,1.72,70
foot,Female,757,5.0,1.02,3.12,2.08,4.85,1.19,70
fork,All,560,5.29,0.97,3.96,1.94,5.74,1.52,14
fork,Male,560,5.48,1.08,4.04,2.21,5.83,1.27,14
fork,Female,560,5.12,0.82,3.88,1.68,5.65,1.74,14
foul,All,169,2.81,1.52,4.93,2.23,4.51,1.89,4
foul,Male,169,2.94,1.14,5.18,2.53,4.71,1.69,4
foul,Female,169,2.73,1.73,4.76,2.05,4.38,2.04,4
fragrance,All,170,6.07,1.97,4.79,2.54,5.14,1.91,6
fragrance,Male,170,6.24,1.35,5.75,2.46,5.62,1.82,6
fragrance,Female,170,5.96,2.31,4.19,2.45,4.85,1.93,6
fraud,All,171,2.67,1.66,5.75,2.45,3.58,2.5,8
fraud,Male,171,2.7,1.7,5.3,1.89,4.7,2.63,8
fraud,Female,171,2.65,1.67,5.92,2.65,3.15,2.36,8
free,All,172,8.26,1.31,5.15,3.04,6.35,2.4,260
free,Male,172,7.83,1.85,5.09,3.02,5.73,2.57,260
free,Female,172,8.48,0.9,5.17,3.11,6.65,2.31,260
freedom,All,173,7.58,2.04,5.52,2.72,6.76,2.29,128
freedom,Male,173,7.53,1.62,6.25,2.05,6.38,2.06,128
freedom,Female,173,7.62,2.3,5.08,3.01,7.0,2.43,128
friend,All,174,7.74,1.24,5.74,2.57,6.74,1.89,133
friend,Male,174,7.18,1.07,6.38,1.96,6.25,2.02,133
friend,Female,174,8.12,1.21,5.35,2.84,7.04,1.78,133
friendly,All,175,8.43,1.08,5.11,2.96,5.92,2.42,61
friendly,Male,175,8.29,0.99,4.77,2.42,6.15,2.48,61
friendly,Female,175,8.5,1.14,5.28,3.23,5.8,2.43,61
frigid,All,758,3.5,1.85,4.75,2.56,4.27,1.98,5
frigid,Male,758,3.44,1.34,4.61,2.62,4.44,1.85,5
frigid,Female,758,3.54,2.16,4.85,2.57,4.15,2.09,5
frog,All,176,5.71,1.74,4.54,2.03,5.34,1.96,1
frog,Male,176,5.87,1.25,4.8,2.18,5.6,1.59,1
frog,Female,176,5.62,1.98,4.38,1.96,5.19,2.15,1
frustrated,All,177,2.48,1.64,5.61,2.76,3.5,2.12,10
frustrated,Male,177,2.7,1.56,5.55,2.61,3.7,1.98,10
frustrated,Female,177,2.31,1.72,5.65,2.92,3.35,2.24,10
fun,All,759,8.37,1.11,7.22,2.01,6.8,1.85,44
fun,Male,759,8.21,1.36,7.11,2.0,6.79,1.84,44
fun,Female,759,8.5,0.86,7.32,2.06,6.82,1.89,44
funeral,All,178,1.39,0.87,4.94,3.21,2.97,2.55,33
funeral,Male,178,1.64,0.84,4.0,2.77,2.71,2.3,33
funeral,Female,178,1.23,0.87,5.55,3.38,3.14,2.73,33
fungus,All,179,3.06,1.75,4.68,2.33,4.06,1.94,2
fungus,Male,179,3.83,1.19,4.18,2.09,4.36,1.8,2
fungus,Female,179,2.65,1.87,4.91,2.45,3.91,2.02,2
fur,All,180,4.51,1.88,4.18,2.44,4.32,1.97,13
fur,Male,180,5.5,1.68,3.55,2.38,4.82,2.14,13
fur,Female,180,4.0,1.81,4.48,2.47,4.09,1.88,13
game,All,760,6.98,1.97,5.89,2.37,5.7,1.65,123
game,Male,760,7.58,0.77,6.32,2.11,5.74,1.82,123
game,Female,760,6.52,2.45,5.58,2.53,5.68,1.55,123
gangrene,All,181,2.28,1.91,5.7,2.96,3.36,2.34,.
gangrene,Male,181,2.73,2.15,5.93,2.91,3.6,2.38,.
gangrene,Female,181,2.06,1.78,5.59,3.03,3.25,2.36,.
garbage,All,182,2.98,1.96,5.04,2.5,4.24,2.02,7
garbage,Male,182,3.45,1.99,4.3,2.54,4.75,1.74,7
garbage,Female,182,2.62,1.9,5.64,2.36,3.85,2.17,7
garden,All,761,6.71,1.74,4.39,2.35,6.02,1.71,60
garden,Male,761,6.43,1.91,4.76,2.26,6.19,1.54,60
garden,Female,761,7.0,1.52,4.0,2.45,5.85,1.9,60
garment,All,762,6.07,1.61,4.49,2.5,5.3,1.96,6
garment,Male,762,5.47,1.26,3.95,2.17,4.84,2.03,6
garment,Female,762,6.52,1.71,4.88,2.69,5.64,1.87,6
garter,All,534,6.22,1.59,5.47,2.15,5.82,1.62,2
garter,Male,534,6.92,1.53,6.08,2.14,6.04,1.54,2
garter,Female,534,5.54,1.36,4.88,2.03,5.62,1.7,2
gender,All,763,5.73,1.55,4.38,2.13,5.6,1.84,2
gender,Male,763,5.6,1.05,4.35,2.18,5.58,1.92,2
gender,Female,763,5.86,1.93,4.41,2.13,5.62,1.8,2
gentle,All,183,7.31,1.3,3.21,2.57,5.1,2.16,27
gentle,Male,183,6.9,1.37,2.9,2.08,4.7,2.41,27
gentle,Female,183,7.45,1.27,3.31,2.74,5.24,2.1,27
germs,All,764,2.86,1.39,4.49,2.24,3.79,1.59,1
germs,Male,764,2.9,1.3,4.29,2.24,3.9,1.51,1
germs,Female,764,2.81,1.5,4.68,2.28,3.67,1.68,1
gift,All,184,7.77,2.24,6.14,2.76,5.52,2.54,33
gift,Male,184,6.6,2.82,5.27,2.87,5.13,2.85,33
gift,Female,184,8.38,1.61,6.59,2.64,5.72,2.39,33
girl,All,185,6.87,1.64,4.29,2.69,5.8,2.16,220
girl,Male,185,7.6,1.57,5.85,2.52,5.85,1.98,220
girl,Female,185,6.31,1.49,3.04,2.15,5.77,2.32,220
glacier,All,186,5.5,1.25,4.24,2.29,4.92,2.12,1
glacier,Male,186,5.67,1.18,4.53,1.85,4.8,1.97,1
glacier,Female,186,5.39,1.31,4.04,2.57,5.0,2.26,1
glamour,All,187,6.76,1.6,4.68,2.23,5.76,2.49,5
glamour,Male,187,6.13,1.77,4.6,2.23,5.6,2.23,5
glamour,Female,187,7.17,1.37,4.74,2.28,5.87,2.69,5
glass,All,765,4.75,1.38,4.27,2.07,5.0,1.46,99
glass,Male,765,4.5,1.72,4.44,2.18,5.28,1.84,99
glass,Female,765,4.92,1.09,4.15,2.03,4.81,1.13,99
gloom,All,188,1.88,1.23,3.83,2.33,3.55,2.07,14
gloom,Male,188,2.08,1.44,4.17,2.69,4.0,2.0,14
gloom,Female,188,1.79,1.15,3.68,2.2,3.36,2.11,14
glory,All,189,7.55,1.68,6.02,2.71,6.85,2.23,21
glory,Male,189,7.4,1.59,6.13,2.39,7.0,2.0,21
glory,Female,189,7.62,1.74,5.97,2.89,6.78,2.35,21
god,All,190,8.15,1.27,5.95,2.84,5.88,2.89,318
god,Male,190,8.35,1.18,6.1,2.86,5.85,3.15,318
god,Female,190,7.95,1.36,5.8,2.88,5.9,2.69,318
gold,All,191,7.54,1.63,5.76,2.79,5.85,2.46,52
gold,Male,191,7.92,1.0,6.45,2.16,5.73,2.1,52
gold,Female,191,7.35,1.87,5.43,3.03,5.91,2.66,52
golfer,All,535,5.61,1.93,3.73,2.26,5.55,1.79,3
golfer,Male,535,5.76,2.13,3.84,2.53,5.68,1.84,3
golfer,Female,535,5.46,1.75,3.62,2.02,5.42,1.77,3
good,All,766,7.47,1.45,5.43,2.85,6.41,2.05,807
good,Male,766,7.33,1.28,5.05,3.09,5.78,1.99,807
good,Female,766,7.59,1.59,6.05,2.36,6.95,1.99,807
gossip,All,767,3.48,2.33,5.74,2.38,3.57,2.26,13
gossip,Male,767,3.75,2.02,5.1,2.22,3.9,1.86,13
gossip,Female,767,3.23,2.6,6.32,2.42,3.27,2.59,13
graduate,All,192,8.19,1.13,7.25,2.25,6.94,2.44,30
graduate,Male,192,8.0,1.37,7.56,2.03,6.69,2.94,30
graduate,Female,192,8.35,0.88,7.0,2.43,7.15,2.01,30
grass,All,768,6.12,1.44,4.14,2.11,5.44,1.36,53
grass,Male,768,5.85,1.27,4.85,1.93,5.55,1.39,53
grass,Female,768,6.38,1.56,3.67,2.01,5.33,1.35,53
grateful,All,193,7.37,0.97,4.58,2.14,6.18,1.77,25
grateful,Male,193,7.33,0.82,4.27,1.75,6.2,1.61,25
grateful,Female,193,7.39,1.08,4.78,2.37,6.17,1.9,25
greed,All,769,3.51,1.93,4.71,2.26,4.88,2.03,3
greed,Male,769,4.14,2.22,5.38,2.33,5.24,2.51,3
greed,Female,769,2.85,1.31,4.0,2.0,4.5,1.32,3
green,All,194,6.18,2.05,4.28,2.46,4.82,2.05,116
green,Male,194,5.3,2.0,4.8,2.44,4.2,1.99,116
green,Female,194,6.48,2.01,4.1,2.48,5.03,2.06,116
greet,All,770,7.0,1.52,5.27,2.31,5.95,2.07,7
greet,Male,770,6.95,1.47,5.29,1.98,6.24,1.84,7
greet,Female,770,7.05,1.61,5.25,2.67,5.65,2.3,7
grenade,All,771,3.6,1.88,5.7,2.52,4.29,2.5,3
grenade,Male,771,3.9,1.92,5.48,2.54,4.76,2.34,3
grenade,Female,771,3.32,1.84,5.91,2.54,3.81,2.62,3
grief,All,195,1.69,1.04,4.78,2.84,3.5,2.35,10
grief,Male,195,1.8,1.4,4.7,2.83,4.4,2.41,10
grief,Female,195,1.65,0.89,4.81,2.9,3.15,2.27,10
grime,All,772,3.37,1.34,3.98,2.29,4.47,1.28,.
grime,Male,772,3.95,1.18,4.37,2.31,4.72,1.41,.
grime,Female,772,2.86,1.28,3.64,2.26,4.27,1.16,.
grin,All,773,7.4,1.87,5.27,2.64,6.0,1.86,13
grin,Male,773,6.89,2.16,5.7,2.87,6.32,2.0,13
grin,Female,773,7.79,1.53,4.92,2.43,5.75,1.75,13
gripe,All,774,3.14,1.56,5.0,2.19,4.67,1.79,.
gripe,Male,774,3.25,1.41,4.95,2.33,4.25,1.97,.
gripe,Female,774,3.05,1.7,5.05,2.1,5.05,1.56,.
guillotine,All,196,2.48,2.11,6.56,2.54,4.64,2.63,.
guillotine,Male,196,4.0,2.45,6.25,2.77,5.0,1.95,.
guillotine,Female,196,1.82,1.59,6.69,2.48,4.48,2.9,.
guilty,All,197,2.63,1.98,6.04,2.76,3.09,2.22,29
guilty,Male,197,2.75,1.29,5.05,2.8,3.5,1.7,29
guilty,Female,197,2.54,2.4,6.81,2.51,2.77,2.53,29
gun,All,593,3.47,2.48,7.02,1.84,3.53,2.72,118
gun,Male,593,4.72,2.57,7.08,1.96,4.36,2.97,118
gun,Female,593,2.27,1.71,6.96,1.75,2.73,2.22,118
gymnast,All,515,6.35,1.79,5.02,2.2,5.31,1.79,1
gymnast,Male,515,6.44,1.73,4.48,2.28,5.32,1.86,1
gymnast,Female,515,6.27,1.87,5.54,2.04,5.31,1.76,1
habit,All,775,4.11,1.77,3.95,2.11,4.3,1.79,23
habit,Male,775,4.15,1.53,3.85,1.81,4.4,2.01,23
habit,Female,775,4.08,1.98,4.04,2.37,4.21,1.61,23
hairdryer,All,561,4.84,0.84,3.71,1.75,5.57,1.27,.
hairdryer,Male,561,4.88,0.78,3.8,1.66,5.24,0.78,.
hairdryer,Female,561,4.8,0.91,3.62,1.86,5.88,1.56,.
hairpin,All,776,5.26,1.45,3.27,2.41,5.05,1.32,1
hairpin,Male,776,5.4,1.57,3.5,2.48,5.11,1.56,1
hairpin,Female,776,5.13,1.36,3.22,2.35,5.0,1.13,1
hamburger,All,777,6.27,1.5,4.55,2.14,5.32,1.21,6
hamburger,Male,777,6.95,1.51,4.95,2.24,5.58,0.96,6
hamburger,Female,777,5.68,1.25,4.18,2.04,5.09,1.38,6
hammer,All,198,4.88,1.16,4.58,2.02,4.75,1.88,9
hammer,Male,198,4.75,1.25,4.65,2.35,5.25,2.2,9
hammer,Female,198,5.0,1.08,4.5,1.7,4.25,1.37,9
hand,All,778,5.95,1.38,4.4,2.07,5.35,1.49,431
hand,Male,778,5.84,1.34,4.6,2.16,5.84,1.42,431
hand,Female,778,6.05,1.43,4.43,1.83,4.9,1.45,431
handicap,All,779,3.29,1.69,3.81,2.27,4.0,2.24,6
handicap,Male,779,3.62,2.06,3.68,2.46,4.14,2.56,6
handicap,Female,779,2.95,1.15,3.95,2.09,3.85,1.9,6
handsome,All,199,7.93,1.47,5.95,2.73,5.19,2.22,40
handsome,Male,199,7.5,1.51,4.42,2.87,5.58,2.87,40
handsome,Female,199,8.09,1.44,6.55,2.46,5.03,1.94,40
haphazard,All,780,4.02,1.41,4.07,2.18,4.29,1.67,2
haphazard,Male,780,3.64,1.5,3.68,2.17,4.14,1.98,2
haphazard,Female,780,4.45,1.19,4.5,2.16,4.45,1.28,2
happy,All,200,8.21,1.82,6.49,2.77,6.63,2.43,98
