Word,Gender,WdNum,ValMn,ValSd,AroMn,AroSD,DomMN,DomSD,Frequency
scorn,All,375,2.84,2.07,5.48,2.52,3.93,2.64,4
scorn,Male,375,3.07,2.09,5.53,2.26,4.4,2.35,4
scorn,Female,375,2.72,2.09,5.45,2.68,3.69,2.79,4
scornful,All,376,3.02,2.03,5.04,2.56,4.59,2.18,5
scornful,Male,376,4.0,2.22,4.2,2.17,4.8,1.47,5
scornful,Female,376,2.27,1.51,5.69,2.68,4.42,2.61,5
scorpion,All,976,3.69,2.63,5.38,3.08,3.98,2.44,.
scorpion,Male,976,3.61,2.03,4.63,2.99,4.06,2.29,.
scorpion,Female,976,3.75,3.04,6.42,2.67,3.92,2.6,.
scream,All,605,3.88,2.07,7.04,1.96,4.75,2.21,13
scream,Male,605,4.04,2.03,6.68,2.36,4.68,2.04,13
scream,Female,605,3.73,2.13,7.38,1.44,4.81,2.4,13
scum,All,377,2.43,1.56,4.88,2.36,4.26,1.99,.
scum,Male,377,3.0,1.84,5.12,2.34,3.94,2.05,.
scum,Female,377,2.04,1.24,4.72,2.41,4.46,1.96,.
scurvy,All,378,3.19,2.0,4.71,2.72,4.48,2.48,1
scurvy,Male,378,3.53,2.1,4.41,2.85,4.29,2.31,1
scurvy,Female,378,2.96,1.95,4.92,2.66,4.6,2.63,1
seasick,All,379,2.05,1.2,5.8,2.88,3.41,2.39,.
seasick,Male,379,2.2,1.15,5.2,2.98,3.47,2.03,.
seasick,Female,379,1.96,1.25,6.15,2.82,3.38,2.61,.
seat,All,380,4.95,0.98,2.95,1.72,4.84,1.88,54
seat,Male,380,4.6,1.06,2.6,1.84,4.6,2.16,54
seat,Female,380,5.17,0.89,3.17,1.64,5.0,1.71,54
secure,All,381,7.57,1.76,3.14,2.47,5.93,2.57,30
secure,Male,381,6.94,2.16,3.0,2.12,5.65,2.29,30
secure,Female,381,8.0,1.29,3.24,2.73,6.12,2.77,30
selfish,All,382,2.42,1.62,5.5,2.62,4.64,2.31,8
selfish,Male,382,3.25,1.96,5.33,2.84,5.33,1.72,8
selfish,Female,382,2.04,1.31,5.58,2.56,4.33,2.5,8
sentiment,All,977,5.98,1.71,4.41,2.3,5.09,1.46,23
sentiment,Male,977,5.76,1.48,4.28,2.54,4.71,1.72,23
sentiment,Female,977,6.12,1.86,4.5,2.16,5.35,1.23,23
serious,All,383,5.08,1.59,4.0,1.87,5.12,1.65,116
serious,Male,383,5.67,1.72,4.0,2.26,5.58,1.93,116
serious,Female,383,4.82,1.49,4.0,1.73,4.93,1.51,116
severe,All,978,3.2,1.74,5.26,2.36,3.83,1.91,39
severe,Male,978,4.05,1.57,5.3,2.3,4.2,1.85,39
severe,Female,978,2.38,1.5,5.48,2.23,3.5,1.95,39
sex,All,384,8.05,1.53,7.36,1.91,5.75,2.25,84
sex,Male,384,8.65,0.61,8.0,1.21,6.38,2.33,84
sex,Female,384,7.55,1.88,6.85,2.23,5.25,2.1,84
sexy,All,530,8.02,1.12,7.36,1.91,6.82,2.13,2
sexy,Male,530,8.16,0.94,7.48,2.16,7.28,1.67,2
sexy,Female,530,7.88,1.28,7.24,1.67,6.38,2.45,2
shadow,All,385,4.35,1.23,4.3,2.26,4.19,1.82,36
shadow,Male,385,4.5,1.0,3.58,2.15,4.0,2.0,36
shadow,Female,385,4.29,1.32,4.56,2.27,4.26,1.77,36
shamed,All,386,2.5,1.34,4.88,2.27,2.98,1.94,1
shamed,Male,386,2.95,1.32,3.95,1.85,3.15,1.73,1
shamed,Female,386,2.05,1.23,5.8,2.31,2.8,2.17,1
shark,All,606,3.65,2.47,7.16,1.96,2.63,2.16,.
shark,Male,606,3.8,2.65,7.24,1.94,2.84,2.54,.
shark,Female,606,3.5,2.34,7.08,2.02,2.42,1.75,.
sheltered,All,387,5.75,1.92,4.28,1.77,3.76,1.91,4
sheltered,Male,387,5.5,1.93,4.69,1.85,4.06,1.64,4
sheltered,Female,387,5.95,1.93,3.95,1.67,3.5,2.12,4
ship,All,388,5.55,1.4,4.38,2.29,5.12,2.31,83
ship,Male,388,5.35,0.99,4.0,1.95,4.85,2.16,83
ship,Female,388,5.75,1.71,4.75,2.59,5.4,2.48,83
shotgun,All,979,4.37,2.75,6.27,1.94,5.29,2.67,8
shotgun,Male,979,6.16,2.43,6.11,1.7,6.79,2.1,8
shotgun,Female,979,2.82,1.97,6.41,2.15,4.0,2.45,8
shriek,All,980,3.93,2.22,5.36,2.91,4.3,1.86,5
shriek,Male,980,4.15,2.32,4.9,2.92,4.5,1.76,5
shriek,Female,980,3.75,2.17,5.75,2.91,4.12,1.96,5
shy,All,389,4.64,1.83,3.77,2.29,3.44,1.96,13
shy,Male,389,4.59,1.23,3.88,2.32,3.12,1.32,13
shy,Female,389,4.68,2.17,3.69,2.31,3.65,2.28,13
sick,All,607,1.9,1.14,4.29,2.45,3.04,1.65,51
sick,Male,607,2.12,1.2,4.44,2.27,3.17,1.69,51
sick,Female,607,1.69,1.05,4.15,2.65,2.92,1.65,51
sickness,All,390,2.25,1.71,5.61,2.67,3.84,2.5,6
sickness,Male,390,2.57,2.21,6.08,2.5,5.31,2.32,6
sickness,Female,390,2.08,1.38,5.36,2.77,3.08,2.27,6
silk,All,391,6.9,1.27,3.71,2.51,4.81,1.93,12
silk,Male,391,6.53,0.94,4.0,2.4,4.76,1.71,12
silk,Female,391,7.16,1.4,3.5,2.62,4.84,2.1,12
silly,All,981,7.41,1.8,5.88,2.38,6.0,2.09,15
silly,Male,981,7.05,1.84,6.32,2.5,5.74,2.02,15
silly,Female,981,7.73,1.75,5.5,2.26,6.23,2.16,15
sin,All,392,2.8,1.67,5.78,2.21,3.62,2.29,53
sin,Male,392,3.36,1.6,5.07,2.06,4.21,2.12,53
sin,Female,392,2.5,1.66,6.15,2.24,3.31,2.36,53
sinful,All,393,2.93,2.15,6.29,2.43,4.24,2.73,3
sinful,Male,393,3.0,1.56,6.33,1.84,4.13,2.47,3
sinful,Female,393,2.88,2.45,6.27,2.75,4.31,2.91,3
sissy,All,394,3.14,1.96,5.17,2.57,3.58,2.74,.
sissy,Male,394,3.69,2.3,5.06,2.49,4.59,2.83,.
sissy,Female,394,2.81,1.67,5.23,2.67,2.92,2.53,.
skeptical,All,395,4.52,1.63,4.91,1.92,4.5,1.61,7
skeptical,Male,395,5.0,1.87,5.35,1.9,4.88,1.69,7
skeptical,Female,395,4.2,1.38,4.62,1.92,4.24,1.54,7
skijump,All,531,7.06,1.73,7.06,2.1,4.9,2.32,.
skijump,Male,531,7.04,1.85,6.75,2.4,5.38,2.3,.
skijump,Female,531,7.08,1.65,7.35,1.79,4.46,2.3,.
skull,All,608,4.27,1.83,4.75,1.85,4.86,1.62,3
skull,Male,608,4.6,2.08,5.4,1.63,4.96,1.81,3
skull,Female,608,3.96,1.54,4.12,1.86,4.77,1.45,3
sky,All,572,7.37,1.4,4.27,2.17,5.16,2.0,58
sky,Male,572,7.28,1.4,4.36,2.38,5.0,2.24,58
sky,Female,572,7.46,1.42,4.19,2.0,5.31,1.78,58
skyscraper,All,573,5.88,1.87,5.71,2.17,4.33,2.36,2
skyscraper,Male,573,6.04,1.99,5.6,1.98,4.36,2.5,2
skyscraper,Female,573,5.73,1.78,5.81,2.37,4.31,2.28,2
slap,All,396,2.95,1.79,6.46,2.58,4.21,2.29,2
slap,Male,396,3.53,2.18,6.29,2.57,3.94,2.19,2
slap,Female,396,2.56,1.39,6.58,2.64,4.38,2.38,2
slaughter,All,397,1.64,1.18,6.77,2.42,3.82,2.75,10
slaughter,Male,397,2.17,1.64,6.92,2.23,4.75,2.09,10
slaughter,Female,397,1.44,0.91,6.71,2.52,3.47,2.91,10
slave,All,398,1.84,1.13,6.21,2.93,3.29,2.76,30
slave,Male,398,2.18,1.24,5.06,2.88,4.06,2.9,30
slave,Female,398,1.62,1.02,7.0,2.74,2.76,2.59,30
sleep,All,399,7.2,1.77,2.8,2.66,5.41,2.41,65
sleep,Male,399,7.53,1.36,2.33,1.99,4.67,2.02,65
sleep,Female,399,7.03,1.95,3.03,2.95,5.79,2.54,65
slime,All,400,2.68,1.66,5.36,2.63,4.17,1.82,1
slime,Male,400,3.6,1.4,5.0,2.48,4.2,1.26,1
slime,Female,400,2.25,1.61,5.53,2.72,4.16,2.05,1
slow,All,982,3.93,1.6,3.39,2.22,4.35,1.61,60
slow,Male,982,3.95,1.68,4.16,2.27,4.5,1.62,60
slow,Female,982,3.91,1.57,2.73,2.0,4.23,1.63,60
slum,All,401,2.39,1.25,4.78,2.52,3.83,2.18,8
slum,Male,401,2.2,1.03,4.2,2.78,3.9,2.47,8
slum,Female,401,2.46,1.33,5.0,2.43,3.81,2.12,8
slush,All,983,4.66,1.88,3.73,2.23,4.91,1.48,.
slush,Male,983,4.65,1.95,3.5,2.19,4.85,1.66,.
slush,Female,983,4.67,1.86,3.92,2.3,4.96,1.33,.
smallpox,All,402,2.52,2.08,5.58,2.13,4.29,2.17,2
smallpox,Male,402,2.5,2.35,5.85,2.3,4.77,2.24,2
smallpox,Female,402,2.54,1.96,5.44,2.06,4.04,2.13,2
smooth,All,984,6.58,1.78,4.91,2.57,5.09,2.09,42
smooth,Male,984,6.72,1.32,5.0,2.58,4.78,2.24,42
smooth,Female,984,6.48,2.06,4.85,2.62,5.32,1.99,42
snake,All,609,3.31,2.2,6.82,2.1,3.78,2.05,44
snake,Male,609,4.08,2.43,6.72,2.32,4.48,2.14,44
snake,Female,609,2.58,1.68,6.92,1.92,3.08,1.73,44
snob,All,403,3.36,1.81,5.65,2.36,5.11,2.25,1
snob,Male,403,2.75,1.29,5.75,2.63,5.33,2.42,1
snob,Female,403,3.6,1.94,5.61,2.29,5.03,2.22,1
snow,All,575,7.08,1.83,5.75,2.47,5.8,1.97,59
snow,Male,575,6.88,2.11,5.36,2.74,5.92,2.08,59
snow,Female,575,7.27,1.54,6.12,2.18,5.69,1.89,59
snuggle,All,404,7.92,1.24,4.16,2.8,5.66,2.47,4
snuggle,Male,404,7.8,1.08,4.47,2.61,5.8,2.08,4
snuggle,Female,404,8.0,1.35,3.96,2.96,5.57,2.74,4
social,All,985,6.88,1.82,4.98,2.59,5.91,2.07,380
social,Male,985,6.42,1.26,5.26,2.49,5.16,2.01,380
social,Female,985,7.25,2.11,5.17,2.39,6.48,1.96,380
soft,All,986,7.12,1.34,4.63,2.61,6.0,1.8,61
soft,Male,986,6.84,1.34,5.0,2.52,6.16,1.61,61
soft,Female,986,7.38,1.32,4.32,2.71,5.86,1.98,61
solemn,All,405,4.32,1.51,3.56,1.95,4.61,1.87,12
solemn,Male,405,4.88,1.54,3.88,1.75,4.5,2.25,12
solemn,Female,405,3.85,1.35,3.3,2.11,4.7,1.56,12
song,All,987,7.1,1.97,6.07,2.42,5.85,2.12,70
song,Male,987,6.38,2.16,5.38,2.52,5.67,2.06,70
song,Female,987,7.85,1.46,6.8,2.14,6.05,2.21,70
soothe,All,988,7.3,1.85,4.4,3.08,5.36,2.24,2
soothe,Male,988,7.42,1.12,4.53,2.91,4.68,2.38,2
soothe,Female,988,7.2,2.27,4.31,3.25,5.88,2.03,2
sour,All,989,3.93,1.98,5.1,1.95,4.64,1.5,3
sour,Male,989,3.65,1.66,4.95,1.79,4.8,1.54,3
sour,Female,989,4.18,2.24,5.23,2.11,4.5,1.47,3
space,All,574,6.78,1.66,5.14,2.54,5.2,2.44,184
space,Male,574,6.8,1.68,5.08,2.9,5.24,2.68,184
space,Female,574,6.76,1.67,5.2,2.18,5.16,2.23,184
spanking,All,990,3.55,2.54,5.41,2.73,3.91,2.51,.
spanking,Male,990,5.0,2.53,5.7,2.58,4.7,2.6,.
spanking,Female,990,2.33,1.83,5.39,2.73,3.22,2.28,.
sphere,All,991,5.33,0.87,3.88,1.99,5.0,0.92,22
sphere,Male,991,5.45,1.15,4.1,2.22,5.05,1.19,22
sphere,Female,991,5.23,0.53,3.86,1.62,4.95,0.59,22
spider,All,610,3.33,1.72,5.71,2.21,4.75,2.11,2
spider,Male,610,3.64,1.89,5.48,2.47,4.96,2.17,2
spider,Female,610,3.04,1.51,5.92,1.96,4.54,2.06,2
spirit,All,406,7.0,1.32,5.56,2.62,5.82,2.42,182
spirit,Male,406,7.0,1.05,5.5,2.51,4.8,2.62,182
spirit,Female,406,7.0,1.41,5.59,2.71,6.17,2.28,182
spouse,All,407,7.58,1.48,5.21,2.75,5.53,1.97,3
spouse,Male,407,7.57,1.28,6.38,2.4,5.85,2.19,3
spouse,Female,407,7.58,1.6,4.6,2.77,5.36,1.87,3
spray,All,992,5.45,1.63,4.14,2.28,5.12,1.43,16
spray,Male,992,5.45,1.77,4.45,2.46,5.14,1.67,16
spray,Female,992,5.45,1.5,3.8,2.07,5.1,1.17,16
spring,All,993,7.76,1.51,5.67,2.51,6.26,1.98,127
spring,Male,993,7.5,1.54,6.95,1.54,6.35,1.87,127
spring,Female,993,8.0,1.48,4.5,2.69,6.18,2.11,127
square,All,408,4.74,1.02,3.18,1.76,4.51,1.45,143
square,Male,408,4.9,1.2,2.5,1.65,4.6,0.7,143
square,Female,408,4.69,0.97,3.41,1.76,4.48,1.64,143
stagnant,All,994,4.15,1.57,3.93,1.94,4.71,1.36,5
stagnant,Male,994,4.15,1.14,3.95,1.61,4.75,1.21,5
stagnant,Female,994,4.14,1.93,3.91,2.24,4.67,1.53,5
star,All,409,7.27,1.66,5.83,2.44,4.68,2.15,25
star,Male,409,7.33,1.35,6.0,2.62,5.07,2.34,25
star,Female,409,7.23,1.84,5.73,2.38,4.46,2.04,25
startled,All,410,4.5,1.67,6.93,2.24,4.48,1.57,21
startled,Male,410,4.41,1.12,6.53,2.58,5.24,1.79,21
startled,Female,410,4.56,1.98,7.19,2.0,3.96,1.17,21
starving,All,611,2.39,1.82,5.61,2.53,3.63,2.1,6
starving,Male,611,2.8,2.24,6.0,2.57,3.64,2.1,6
starving,Female,611,2.0,1.23,5.23,2.49,3.62,2.14,6
statue,All,995,5.17,0.7,3.46,1.72,4.95,1.4,17
statue,Male,995,5.11,0.81,3.89,1.52,5.53,1.54,17
statue,Female,995,5.23,0.61,3.09,1.82,4.45,1.06,17
stench,All,996,2.19,1.37,4.36,2.46,4.29,1.91,1
stench,Male,996,2.6,1.27,4.35,2.18,4.55,1.67,1
stench,Female,996,1.82,1.37,4.57,2.62,4.05,2.13,1
stiff,All,997,4.68,1.97,4.02,2.41,4.93,2.04,21
stiff,Male,997,5.1,1.94,4.2,2.75,5.0,2.38,21
stiff,Female,997,4.29,1.95,3.86,2.12,4.86,1.71,21
stink,All,411,3.0,1.79,4.26,2.1,4.16,1.98,3
stink,Male,411,2.8,1.21,4.27,2.05,4.07,1.87,3
stink,Female,411,3.13,2.1,4.26,2.18,4.22,2.09,3
stomach,All,998,4.82,2.06,3.93,2.49,4.68,1.85,37
stomach,Male,998,4.95,2.04,4.0,2.38,4.7,2.18,37
stomach,Female,998,4.71,2.12,4.04,2.55,4.67,1.58,37
stool,All,999,4.56,1.72,4.0,2.14,4.98,1.85,8
stool,Male,999,4.1,1.45,3.67,1.91,5.29,1.93,8
stool,Female,999,5.0,1.88,4.52,2.18,4.67,1.77,8
storm,All,1000,4.95,2.22,5.71,2.34,4.54,2.04,26
storm,Male,1000,5.3,2.2,6.35,2.06,4.85,1.79,26
storm,Female,1000,4.62,2.25,5.38,2.25,4.24,2.26,26
stove,All,1001,4.98,1.69,4.51,2.14,5.36,1.87,15
stove,Male,1001,5.47,1.47,4.26,1.76,5.0,1.37,15
stove,Female,1001,4.62,1.77,4.69,2.4,5.64,2.16,15
street,All,412,5.22,0.72,3.39,1.87,4.81,1.21,244
street,Male,412,5.3,0.95,3.9,1.6,5.2,0.42,244
street,Female,412,5.19,0.63,3.19,1.96,4.65,1.38,244
stress,All,413,2.09,1.41,7.45,2.38,3.93,2.75,107
stress,Male,413,2.33,1.23,7.42,2.35,4.83,3.33,107
stress,Female,413,2.0,1.48,7.47,2.42,3.58,2.46,107
strong,All,414,7.11,1.48,5.92,2.28,6.92,2.43,202
strong,Male,414,7.4,1.5,6.07,2.34,6.67,2.82,202
strong,Female,414,6.91,1.47,5.83,2.29,7.09,2.19,202
stupid,All,415,2.31,1.37,4.72,2.71,2.98,2.18,24
stupid,Male,415,2.91,1.7,4.08,2.91,4.0,2.66,24
stupid,Female,415,2.1,1.19,4.97,2.64,2.57,1.85,24
subdued,All,416,4.67,1.31,2.9,1.81,4.08,1.56,8
subdued,Male,416,5.0,0.95,2.83,1.53,5.0,1.54,8
subdued,Female,416,4.54,1.43,2.93,1.94,3.68,1.42,8
success,All,417,8.29,0.93,6.11,2.65,6.89,2.4,93
success,Male,417,8.2,0.94,6.2,2.43,6.2,2.34,93
success,Female,417,8.35,0.93,6.04,2.84,7.35,2.39,93
suffocate,All,418,1.56,0.96,6.03,3.19,3.44,2.81,1
suffocate,Male,418,1.64,0.67,5.0,3.49,4.36,2.58,1
suffocate,Female,418,1.52,1.08,6.57,2.97,3.0,2.86,1
sugar,All,1002,6.74,1.73,5.64,2.18,5.5,1.5,34
sugar,Male,1002,6.4,1.76,6.2,1.47,5.3,1.63,34
sugar,Female,1002,7.05,1.68,5.14,2.61,5.68,1.39,34
suicide,All,419,1.25,0.69,5.73,3.14,3.58,3.02,17
suicide,Male,419,1.56,0.96,5.18,3.0,4.12,2.92,17
suicide,Female,419,1.0,0.0,6.2,3.25,3.15,3.1,17
sun,All,532,7.55,1.85,5.04,2.66,6.16,2.09,112
sun,Male,532,6.96,2.03,4.8,2.4,5.54,2.28,112
sun,Female,532,8.12,1.48,5.27,2.92,6.73,1.76,112
sunlight,All,1003,7.76,1.43,6.1,2.3,5.63,2.15,17
sunlight,Male,1003,7.0,1.52,5.6,2.35,5.4,1.85,17
sunlight,Female,1003,8.45,0.91,6.86,1.71,5.86,2.43,17
sunrise,All,420,7.86,1.35,5.06,3.05,5.29,2.41,10
sunrise,Male,420,7.75,1.14,5.09,2.84,5.36,2.42,10
sunrise,Female,420,7.91,1.47,5.04,3.21,5.26,2.45,10
sunset,All,421,7.68,1.72,4.2,2.99,5.66,2.08,14
sunset,Male,421,6.8,2.24,4.13,2.97,5.67,2.32,14
sunset,Female,421,8.19,1.1,4.23,3.06,5.65,1.98,14
surgery,All,612,2.86,2.19,6.35,2.32,2.75,1.86,6
surgery,Male,612,3.12,2.17,5.68,2.54,2.92,2.2,6
surgery,Female,612,2.62,2.23,7.0,1.92,2.58,1.5,6
surprised,All,422,7.47,1.56,7.47,2.09,6.11,2.19,58
surprised,Male,422,7.07,1.94,7.8,2.27,5.87,1.96,58
surprised,Female,422,7.66,1.33,7.31,2.02,6.22,2.31,58
suspicious,All,423,3.76,1.42,6.25,1.59,4.47,1.99,13
suspicious,Male,423,4.0,1.58,6.0,1.37,5.06,1.84,13
suspicious,Female,423,3.55,1.28,6.45,1.76,4.0,2.03,13
swamp,All,1004,5.14,2.24,4.86,2.36,5.29,1.63,5
swamp,Male,1004,5.36,2.46,5.27,2.6,5.82,1.89,5
swamp,Female,1004,4.9,2.0,4.4,2.04,4.7,1.03,5
sweetheart,All,424,8.42,0.83,5.5,2.73,6.03,2.24,9
sweetheart,Male,424,8.27,0.96,5.33,2.79,5.93,2.22,9
sweetheart,Female,424,8.52,0.73,5.61,2.74,6.09,2.29,9
swift,All,1005,6.46,1.76,5.39,2.53,6.29,1.85,32
swift,Male,1005,6.58,1.92,5.95,2.53,6.32,1.67,32
swift,Female,1005,6.36,1.65,4.91,2.49,6.27,2.03,32
swimmer,All,576,6.54,1.64,4.82,2.49,5.96,1.91,.
swimmer,Male,576,6.25,1.65,4.12,2.83,5.75,1.85,.
swimmer,Female,576,6.81,1.63,5.46,1.96,6.15,1.97,.
syphilis,All,425,1.68,1.23,5.69,3.25,3.33,2.67,.
syphilis,Male,425,1.9,1.37,4.45,3.22,3.1,2.4,.
syphilis,Female,425,1.45,1.05,7.0,2.79,3.55,2.96,.
table,All,426,5.22,0.72,2.92,2.16,4.47,1.66,198
table,Male,426,5.3,1.06,3.1,2.69,3.9,1.66,198
table,Female,426,5.19,0.57,2.85,1.97,4.69,1.64,198
talent,All,427,7.56,1.25,6.27,1.8,6.49,1.75,40
talent,Male,427,7.4,1.24,6.6,1.45,6.33,2.02,40
talent,Female,427,7.65,1.26,6.08,1.98,6.58,1.6,40
tamper,All,1006,4.1,1.88,4.95,2.01,4.58,2.1,1
tamper,Male,1006,4.1,1.51,5.1,1.67,4.71,1.79,1
tamper,Female,1006,4.1,2.23,5.05,2.11,4.45,2.39,1
tank,All,613,5.16,1.87,4.88,1.86,4.78,1.93,12
tank,Male,613,5.92,1.87,4.92,1.98,5.58,1.91,12
tank,Female,613,4.42,1.58,4.85,1.78,4.04,1.66,12
taste,All,1007,6.66,1.57,5.22,2.38,5.5,1.65,59
taste,Male,1007,6.68,1.38,5.37,2.29,5.53,1.87,59
taste,Female,1007,6.64,1.73,5.12,2.49,5.48,1.5,59
taxi,All,1008,5.0,1.96,3.41,2.14,4.64,1.83,16
taxi,Male,1008,5.45,1.96,3.8,2.19,4.25,2.1,16
taxi,Female,1008,4.62,1.93,3.08,2.08,4.96,1.55,16
teacher,All,1009,5.68,2.12,4.05,2.61,5.11,2.2,80
teacher,Male,1009,5.75,2.22,4.5,2.74,5.05,2.28,80
teacher,Female,1009,5.62,2.08,3.67,2.5,5.17,2.18,80
tease,All,1010,4.84,2.51,5.87,2.56,4.67,2.37,6
tease,Male,1010,6.05,2.34,6.42,2.46,5.16,1.95,6
tease,Female,1010,3.96,2.29,5.68,2.41,4.29,2.63,6
tender,All,1011,6.93,1.28,4.88,2.3,5.33,1.75,11
tender,Male,1011,6.57,1.25,5.1,2.1,5.33,1.74,11
tender,Female,1011,7.29,1.23,4.68,2.51,5.33,1.8,11
tennis,All,540,6.02,1.97,4.61,2.6,5.61,2.12,15
tennis,Male,540,5.88,2.11,4.4,2.43,5.72,2.03,15
tennis,Female,540,6.15,1.87,4.81,2.79,5.5,2.23,15
tense,All,428,3.56,1.36,6.53,2.1,5.22,2.02,15
tense,Male,428,3.5,1.18,6.0,2.54,5.1,1.52,15
tense,Female,428,3.58,1.45,6.73,1.93,5.27,2.2,15
termite,All,429,3.58,2.08,5.39,2.43,3.87,1.87,.
termite,Male,429,3.95,1.5,4.05,2.28,4.25,1.71,.
termite,Female,429,3.28,2.44,6.42,2.02,3.58,1.96,.
terrible,All,430,1.93,1.44,6.27,2.44,3.58,2.34,45
terrible,Male,430,2.38,1.78,5.53,2.33,4.36,1.65,45
terrible,Female,430,1.65,1.13,6.69,2.45,3.15,2.57,45
terrific,All,431,8.16,1.12,6.23,2.73,6.6,2.15,5
terrific,Male,431,8.25,1.06,5.92,3.32,7.0,2.45,5
terrific,Female,431,8.12,1.16,6.35,2.52,6.45,2.05,5
terrified,All,432,1.72,1.14,7.86,2.27,3.08,2.75,7
terrified,Male,432,1.8,0.92,7.3,2.41,3.6,2.63,7
terrified,Female,432,1.69,1.23,8.08,2.23,2.88,2.82,7
terrorist,All,614,1.69,1.42,7.27,2.38,2.65,2.3,.
terrorist,Male,614,1.96,1.81,6.76,2.74,2.88,2.47,.
terrorist,Female,614,1.42,0.86,7.77,1.88,2.42,2.16,.
thankful,All,433,6.89,2.29,4.34,2.31,5.32,2.0,6
thankful,Male,433,6.33,2.23,4.4,2.29,5.67,1.91,6
thankful,Female,433,7.16,2.3,4.31,2.35,5.16,2.05,6
theory,All,434,5.3,1.49,4.62,1.94,4.88,1.81,129
theory,Male,434,5.4,1.54,4.8,2.12,4.85,1.84,129
theory,Female,434,5.2,1.47,4.45,1.79,4.9,1.83,129
thermometer,All,1012,4.73,1.05,3.79,2.02,4.39,1.51,.
thermometer,Male,1012,4.8,0.89,3.45,1.99,4.55,1.57,.
thermometer,Female,1012,4.67,1.2,4.09,2.04,4.24,1.48,.
thief,All,435,2.13,1.69,6.89,2.13,3.79,2.55,8
thief,Male,435,3.47,2.0,6.27,2.43,4.93,2.66,8
thief,Female,435,1.5,1.08,7.19,1.94,3.25,2.36,8
thorn,All,436,3.64,1.76,5.14,2.14,4.45,1.5,3
thorn,Male,436,3.59,1.87,5.18,2.24,4.47,1.77,3
thorn,Female,436,3.68,1.73,5.12,2.11,4.44,1.33,3
thought,All,1013,6.39,1.58,4.83,2.46,6.02,1.7,515
thought,Male,1013,6.0,1.64,4.81,2.29,5.67,1.68,515
thought,Female,1013,6.8,1.44,4.85,2.68,6.4,1.67,515
thoughtful,All,437,7.65,1.03,5.72,2.3,5.61,2.11,11
thoughtful,Male,437,7.41,0.94,6.44,1.71,5.38,2.09,11
thoughtful,Female,437,7.85,1.09,5.15,2.58,5.8,2.17,11
thrill,All,438,8.05,1.48,8.02,1.65,6.54,2.3,5
thrill,Male,438,8.4,1.59,8.4,1.06,6.53,2.8,5
thrill,Female,438,7.85,1.41,7.81,1.9,6.54,2.02,5
tidy,All,1014,6.3,1.56,3.98,2.22,5.49,1.93,1
tidy,Male,1014,6.26,0.93,3.68,2.16,4.95,1.47,1
tidy,Female,1014,6.32,1.93,4.36,2.16,5.88,2.14,1
time,All,439,5.31,2.02,4.64,2.75,4.63,2.24,1599
time,Male,439,5.15,1.95,5.36,2.92,5.31,2.21,1599
time,Female,439,5.38,2.08,4.24,2.62,4.28,2.21,1599
timid,All,440,3.86,1.55,4.11,2.09,3.09,1.91,5
timid,Male,440,3.8,1.42,3.07,1.49,3.2,1.86,5
timid,Female,440,3.9,1.63,4.66,2.18,3.03,1.97,5
tobacco,All,441,3.28,2.16,4.83,2.9,4.08,2.27,19
tobacco,Male,441,3.4,2.27,4.6,3.63,3.6,2.17,19
tobacco,Female,441,3.23,2.16,4.92,2.65,4.27,2.32,19
tomb,All,442,2.94,1.88,4.73,2.72,3.72,2.05,11
tomb,Male,442,3.44,1.9,4.35,2.76,4.25,2.11,11
tomb,Female,442,2.55,1.82,5.05,2.72,3.3,1.95,11
tool,All,1015,5.19,1.27,4.33,1.78,5.67,1.62,40
tool,Male,1015,5.5,1.24,4.8,1.85,6.4,1.47,40
tool,Female,1015,4.91,1.27,3.91,1.63,5.0,1.48,40
toothache,All,443,1.98,1.15,5.55,2.51,3.9,1.85,.
toothache,Male,443,2.0,1.13,5.83,2.62,4.5,2.43,.
toothache,Female,443,1.97,1.18,5.43,2.5,3.64,1.52,.
tornado,All,444,2.55,1.78,6.83,2.49,4.3,2.42,1
tornado,Male,444,3.17,2.21,6.33,2.74,5.42,2.5,1
tornado,Female,444,2.29,1.54,7.03,2.4,3.82,2.26,1
torture,All,445,1.56,0.79,6.1,2.77,3.33,2.37,3
torture,Male,445,1.55,0.83,5.15,2.85,3.15,1.81,3
torture,Female,445,1.58,0.77,7.11,2.35,3.5,2.86,3
tower,All,1016,5.46,1.75,3.95,2.28,5.78,2.14,13
tower,Male,1016,5.57,2.31,4.38,2.29,6.33,2.35,13
tower,Female,1016,5.35,0.88,3.5,2.24,5.2,1.77,13
toxic,All,446,2.1,1.48,6.4,2.41,4.42,2.51,3
toxic,Male,446,2.0,1.54,5.92,2.64,4.25,2.7,3
toxic,Female,446,2.14,1.48,6.61,2.31,4.5,2.47,3
toy,All,1017,7.0,2.01,5.11,2.84,6.09,1.84,4
toy,Male,1017,7.0,2.1,5.75,2.79,6.6,1.88,4
toy,Female,1017,7.0,1.98,4.58,2.83,5.67,1.74,4
tragedy,All,447,1.78,1.31,6.24,2.64,3.5,2.34,49
tragedy,Male,447,2.27,1.79,6.13,2.1,3.87,2.0,49
tragedy,Female,447,1.5,0.86,6.31,2.95,3.28,2.54,49
traitor,All,448,2.22,1.69,5.78,2.47,4.61,2.71,2
traitor,Male,448,2.19,1.56,5.41,2.5,5.06,2.79,2
traitor,Female,448,2.25,1.83,6.1,2.47,4.25,2.65,2
